date,dem_pct_bo,gop_pct_bo
"Sat, 27 Jun 2020 00:00:00 -0400",59.1,37.1
"Fri, 26 Jun 2020 00:00:00 -0400",58.9,37.3
"Thu, 25 Jun 2020 00:00:00 -0400",58.8,37.9
"Wed, 24 Jun 2020 00:00:00 -0400",58.1,38.0
"Tue, 23 Jun 2020 00:00:00 -0400",54.7,39.1
"Mon, 22 Jun 2020 00:00:00 -0400",54.1,39.4
"Sun, 21 Jun 2020 00:00:00 -0400",54.1,39.5
"Sat, 20 Jun 2020 00:00:00 -0400",52.4,40.9
"Fri, 19 Jun 2020 00:00:00 -0400",52.3,41.0
"Thu, 18 Jun 2020 00:00:00 -0400",51.2,42.0
"Wed, 17 Jun 2020 00:00:00 -0400",51.6,41.9
"Tue, 16 Jun 2020 00:00:00 -0400",51.3,42.0
"Mon, 15 Jun 2020 00:00:00 -0400",53.0,42.8
"Sun, 14 Jun 2020 00:00:00 -0400",52.6,43.1
"Sat, 13 Jun 2020 00:00:00 -0400",52.6,43.3
"Fri, 12 Jun 2020 00:00:00 -0400",52.4,43.9
"Thu, 11 Jun 2020 00:00:00 -0400",52.3,43.4
"Wed, 10 Jun 2020 00:00:00 -0400",51.6,44.0
"Tue, 09 Jun 2020 00:00:00 -0400",51.4,44.3
"Mon, 08 Jun 2020 00:00:00 -0400",51.4,44.3
"Sun, 07 Jun 2020 00:00:00 -0400",50.1,45.3
"Sat, 06 Jun 2020 00:00:00 -0400",49.9,45.3
"Fri, 05 Jun 2020 00:00:00 -0400",49.6,45.6
"Thu, 04 Jun 2020 00:00:00 -0400",49.9,45.3
"Wed, 03 Jun 2020 00:00:00 -0400",49.3,45.7
"Tue, 02 Jun 2020 00:00:00 -0400",48.0,47.0
"Mon, 01 Jun 2020 00:00:00 -0400",46.4,48.1
"Sun, 31 May 2020 00:00:00 -0400",45.4,48.4
"Sat, 30 May 2020 00:00:00 -0400",45.3,48.7
"Fri, 29 May 2020 00:00:00 -0400",45.4,48.7
"Thu, 28 May 2020 00:00:00 -0400",43.6,50.0
"Wed, 27 May 2020 00:00:00 -0400",42.5,50.4
"Tue, 26 May 2020 00:00:00 -0400",42.3,50.3
"Mon, 25 May 2020 00:00:00 -0400",42.0,50.4
"Sun, 24 May 2020 00:00:00 -0400",42.1,50.3
"Sat, 23 May 2020 00:00:00 -0400",42.3,50.3
"Fri, 22 May 2020 00:00:00 -0400",41.9,50.3
"Thu, 21 May 2020 00:00:00 -0400",41.9,50.4
"Wed, 20 May 2020 00:00:00 -0400",41.7,50.2
"Tue, 19 May 2020 00:00:00 -0400",41.7,50.3
"Mon, 18 May 2020 00:00:00 -0400",41.5,50.6
"Sun, 17 May 2020 00:00:00 -0400",41.6,50.5
"Sat, 16 May 2020 00:00:00 -0400",41.4,50.6
"Fri, 15 May 2020 00:00:00 -0400",41.4,50.6
"Thu, 14 May 2020 00:00:00 -0400",41.6,50.3
"Wed, 13 May 2020 00:00:00 -0400",41.7,49.9
"Tue, 12 May 2020 00:00:00 -0400",41.9,49.9
"Mon, 11 May 2020 00:00:00 -0400",42.0,50.3
"Sun, 10 May 2020 00:00:00 -0400",41.9,50.0
"Sat, 09 May 2020 00:00:00 -0400",41.6,50.3
"Fri, 08 May 2020 00:00:00 -0400",41.6,50.3
"Thu, 07 May 2020 00:00:00 -0400",41.8,50.1
"Wed, 06 May 2020 00:00:00 -0400",41.9,50.0
"Tue, 05 May 2020 00:00:00 -0400",41.6,50.4
"Mon, 04 May 2020 00:00:00 -0400",41.6,50.4
"Sun, 03 May 2020 00:00:00 -0400",41.6,50.3
"Sat, 02 May 2020 00:00:00 -0400",41.4,50.1
"Fri, 01 May 2020 00:00:00 -0400",41.7,49.9
"Thu, 30 Apr 2020 00:00:00 -0400",42.8,49.9
"Wed, 29 Apr 2020 00:00:00 -0400",43.0,50.5
"Tue, 28 Apr 2020 00:00:00 -0400",43.3,49.9
"Mon, 27 Apr 2020 00:00:00 -0400",44.1,50.1
"Sun, 26 Apr 2020 00:00:00 -0400",44.9,50.6
"Sat, 25 Apr 2020 00:00:00 -0400",45.0,50.0
"Fri, 24 Apr 2020 00:00:00 -0400",44.6,50.4
"Thu, 23 Apr 2020 00:00:00 -0400",44.3,50.8
"Wed, 22 Apr 2020 00:00:00 -0400",43.4,51.4
"Tue, 21 Apr 2020 00:00:00 -0400",43.2,51.4
"Mon, 20 Apr 2020 00:00:00 -0400",43.0,51.6
"Sun, 19 Apr 2020 00:00:00 -0400",44.1,51.0
"Sat, 18 Apr 2020 00:00:00 -0400",42.6,51.9
"Fri, 17 Apr 2020 00:00:00 -0400",43.4,51.4
"Thu, 16 Apr 2020 00:00:00 -0400",42.7,51.8
"Wed, 15 Apr 2020 00:00:00 -0400",42.4,51.6
"Tue, 14 Apr 2020 00:00:00 -0400",42.0,51.8
"Mon, 13 Apr 2020 00:00:00 -0400",42.0,51.6
"Sun, 12 Apr 2020 00:00:00 -0400",42.5,51.0
"Sat, 11 Apr 2020 00:00:00 -0400",42.6,50.9
"Fri, 10 Apr 2020 00:00:00 -0400",43.6,50.8
"Thu, 09 Apr 2020 00:00:00 -0400",44.6,50.1
"Wed, 08 Apr 2020 00:00:00 -0400",45.7,49.7
"Tue, 07 Apr 2020 00:00:00 -0400",42.3,49.5
"Mon, 06 Apr 2020 00:00:00 -0400",42.5,49.5
"Sun, 05 Apr 2020 00:00:00 -0400",42.0,49.3
"Sat, 04 Apr 2020 00:00:00 -0400",42.4,49.1
"Fri, 03 Apr 2020 00:00:00 -0400",42.3,49.3
"Thu, 02 Apr 2020 00:00:00 -0400",42.0,49.1
"Wed, 01 Apr 2020 00:00:00 -0400",42.1,49.1
"Tue, 31 Mar 2020 00:00:00 -0400",41.5,49.5
"Mon, 30 Mar 2020 00:00:00 -0400",41.4,49.6
"Sun, 29 Mar 2020 00:00:00 -0400",41.0,49.6
"Sat, 28 Mar 2020 00:00:00 -0400",41.4,49.4
"Fri, 27 Mar 2020 00:00:00 -0400",42.3,50.0
"Thu, 26 Mar 2020 00:00:00 -0400",43.5,49.5
"Wed, 25 Mar 2020 00:00:00 -0400",44.9,48.6
"Tue, 24 Mar 2020 00:00:00 -0400",45.5,47.8
"Mon, 23 Mar 2020 00:00:00 -0400",45.6,47.8
"Sun, 22 Mar 2020 00:00:00 -0400",46.5,47.8
"Sat, 21 Mar 2020 00:00:00 -0400",46.2,48.6
"Fri, 20 Mar 2020 00:00:00 -0400",46.8,48.3
"Thu, 19 Mar 2020 00:00:00 -0400",47.0,48.0
"Wed, 18 Mar 2020 00:00:00 -0400",46.8,47.5
"Tue, 17 Mar 2020 00:00:00 -0400",47.0,47.5
"Mon, 16 Mar 2020 00:00:00 -0400",46.8,45.4
"Sun, 15 Mar 2020 00:00:00 -0400",44.4,47.8
"Sat, 14 Mar 2020 00:00:00 -0400",44.2,48.4
"Fri, 13 Mar 2020 00:00:00 -0400",45.0,47.8
"Thu, 12 Mar 2020 00:00:00 -0400",44.6,49.6
"Wed, 11 Mar 2020 00:00:00 -0400",44.0,51.5
"Tue, 10 Mar 2020 00:00:00 -0400",44.8,51.5
"Mon, 09 Mar 2020 00:00:00 -0400",43.3,51.5
"Sun, 08 Mar 2020 00:00:00 -0500",41.0,53.5
"Sat, 07 Mar 2020 00:00:00 -0500",40.3,54.8
"Fri, 06 Mar 2020 00:00:00 -0500",38.2,55.6
"Thu, 05 Mar 2020 00:00:00 -0500",35.0,57.4
"Wed, 04 Mar 2020 00:00:00 -0500",36.5,57.0
"Tue, 03 Mar 2020 00:00:00 -0500",28.8,57.7
"Mon, 02 Mar 2020 00:00:00 -0500",16.0,57.3
"Sun, 01 Mar 2020 00:00:00 -0500",15.2,58.0
"Sat, 29 Feb 2020 00:00:00 -0500",12.5,58.8
"Fri, 28 Feb 2020 00:00:00 -0500",10.7,59.8
"Thu, 27 Feb 2020 00:00:00 -0500",9.6,59.6
"Wed, 26 Feb 2020 00:00:00 -0500",7.4,59.6
"Tue, 25 Feb 2020 00:00:00 -0500",5.2,60.0
"Mon, 24 Feb 2020 00:00:00 -0500",5.2,59.8
"Sun, 23 Feb 2020 00:00:00 -0500",4.7,59.3
"Sat, 22 Feb 2020 00:00:00 -0500",4.4,59.8
"Fri, 21 Feb 2020 00:00:00 -0500",4.8,59.8
"Thu, 20 Feb 2020 00:00:00 -0500",5.0,59.7
"Wed, 19 Feb 2020 00:00:00 -0500",5.2,59.2
"Tue, 18 Feb 2020 00:00:00 -0500",5.0,59.8
"Mon, 17 Feb 2020 00:00:00 -0500",5.2,59.8
"Sun, 16 Feb 2020 00:00:00 -0500",4.8,59.6
"Sat, 15 Feb 2020 00:00:00 -0500",4.4,60.0
"Fri, 14 Feb 2020 00:00:00 -0500",3.8,60.0
"Thu, 13 Feb 2020 00:00:00 -0500",3.6,60.0
"Wed, 12 Feb 2020 00:00:00 -0500",4.2,60.2
"Tue, 11 Feb 2020 00:00:00 -0500",3.5,60.2
"Mon, 10 Feb 2020 00:00:00 -0500",5.5,60.3
"Sun, 09 Feb 2020 00:00:00 -0500",6.2,61.0
"Sat, 08 Feb 2020 00:00:00 -0500",6.8,60.5
"Fri, 07 Feb 2020 00:00:00 -0500",7.8,60.0
"Thu, 06 Feb 2020 00:00:00 -0500",7.5,58.8
"Wed, 05 Feb 2020 00:00:00 -0500",9.0,58.2
"Tue, 04 Feb 2020 00:00:00 -0500",9.4,57.6
"Mon, 03 Feb 2020 00:00:00 -0500",14.0,55.7
"Sun, 02 Feb 2020 00:00:00 -0500",15.0,55.8
"Sat, 01 Feb 2020 00:00:00 -0500",15.2,55.7
"Fri, 31 Jan 2020 00:00:00 -0500",15.4,55.1
"Thu, 30 Jan 2020 00:00:00 -0500",16.0,54.3
"Wed, 29 Jan 2020 00:00:00 -0500",16.1,54.3
"Tue, 28 Jan 2020 00:00:00 -0500",16.1,53.9
"Mon, 27 Jan 2020 00:00:00 -0500",16.3,54.2
"Sun, 26 Jan 2020 00:00:00 -0500",16.1,54.3
"Sat, 25 Jan 2020 00:00:00 -0500",15.8,54.0
"Fri, 24 Jan 2020 00:00:00 -0500",16.7,54.7
"Thu, 23 Jan 2020 00:00:00 -0500",17.0,54.5
"Wed, 22 Jan 2020 00:00:00 -0500",17.7,55.0
"Tue, 21 Jan 2020 00:00:00 -0500",18.2,55.3
"Mon, 20 Jan 2020 00:00:00 -0500",17.8,55.0
"Sun, 19 Jan 2020 00:00:00 -0500",17.5,55.3
"Sat, 18 Jan 2020 00:00:00 -0500",17.3,55.3
"Fri, 17 Jan 2020 00:00:00 -0500",17.2,55.7
"Thu, 16 Jan 2020 00:00:00 -0500",17.5,55.2
"Wed, 15 Jan 2020 00:00:00 -0500",17.8,54.7
"Tue, 14 Jan 2020 00:00:00 -0500",16.0,55.6
"Mon, 13 Jan 2020 00:00:00 -0500",15.8,56.3
"Sun, 12 Jan 2020 00:00:00 -0500",16.2,53.8
"Sat, 11 Jan 2020 00:00:00 -0500",16.3,53.7
"Fri, 10 Jan 2020 00:00:00 -0500",16.7,53.0
"Thu, 09 Jan 2020 00:00:00 -0500",17.8,53.0
"Wed, 08 Jan 2020 00:00:00 -0500",18.3,52.6
"Tue, 07 Jan 2020 00:00:00 -0500",18.7,52.5
"Mon, 06 Jan 2020 00:00:00 -0500",18.4,52.6
"Sun, 05 Jan 2020 00:00:00 -0500",18.5,52.7
"Sat, 04 Jan 2020 00:00:00 -0500",18.0,52.3
"Fri, 03 Jan 2020 00:00:00 -0500",17.5,52.3
"Thu, 02 Jan 2020 00:00:00 -0500",17.2,52.0
"Wed, 01 Jan 2020 00:00:00 -0500",16.8,52.0
"Tue, 31 Dec 2019 00:00:00 -0500",16.2,52.6
"Mon, 30 Dec 2019 00:00:00 -0500",16.7,52.3
"Sun, 29 Dec 2019 00:00:00 -0500",16.7,52.3
"Sat, 28 Dec 2019 00:00:00 -0500",16.7,51.7
"Fri, 27 Dec 2019 00:00:00 -0500",16.7,52.0
"Thu, 26 Dec 2019 00:00:00 -0500",16.7,52.0
"Wed, 25 Dec 2019 00:00:00 -0500",16.5,52.0
"Tue, 24 Dec 2019 00:00:00 -0500",16.8,52.2
"Mon, 23 Dec 2019 00:00:00 -0500",16.5,52.2
"Sun, 22 Dec 2019 00:00:00 -0500",15.8,52.2
"Sat, 21 Dec 2019 00:00:00 -0500",15.8,52.2
"Fri, 20 Dec 2019 00:00:00 -0500",16.2,52.0
"Thu, 19 Dec 2019 00:00:00 -0500",14.5,52.5
"Wed, 18 Dec 2019 00:00:00 -0500",14.7,52.0
"Tue, 17 Dec 2019 00:00:00 -0500",14.8,51.2
"Mon, 16 Dec 2019 00:00:00 -0500",15.0,50.2
"Sun, 15 Dec 2019 00:00:00 -0500",15.0,49.0
"Sat, 14 Dec 2019 00:00:00 -0500",15.0,49.0
"Fri, 13 Dec 2019 00:00:00 -0500",14.7,49.0
"Thu, 12 Dec 2019 00:00:00 -0500",14.9,48.0
"Wed, 11 Dec 2019 00:00:00 -0500",15.0,47.8
"Tue, 10 Dec 2019 00:00:00 -0500",15.2,47.5
"Mon, 09 Dec 2019 00:00:00 -0500",14.7,47.7
"Sun, 08 Dec 2019 00:00:00 -0500",14.4,47.7
"Sat, 07 Dec 2019 00:00:00 -0500",14.5,48.3
"Fri, 06 Dec 2019 00:00:00 -0500",14.7,47.7
"Thu, 05 Dec 2019 00:00:00 -0500",15.3,46.7
"Wed, 04 Dec 2019 00:00:00 -0500",15.2,46.0
"Tue, 03 Dec 2019 00:00:00 -0500",15.2,46.0
"Mon, 02 Dec 2019 00:00:00 -0500",14.5,45.7
"Sun, 01 Dec 2019 00:00:00 -0500",14.5,45.7
"Sat, 30 Nov 2019 00:00:00 -0500",14.5,45.7
"Fri, 29 Nov 2019 00:00:00 -0500",14.5,45.5
"Thu, 28 Nov 2019 00:00:00 -0500",14.8,45.5
"Wed, 27 Nov 2019 00:00:00 -0500",14.8,45.3
"Tue, 26 Nov 2019 00:00:00 -0500",14.8,45.0
"Mon, 25 Nov 2019 00:00:00 -0500",14.8,44.8
"Sun, 24 Nov 2019 00:00:00 -0500",14.7,45.0
"Sat, 23 Nov 2019 00:00:00 -0500",14.8,45.0
"Fri, 22 Nov 2019 00:00:00 -0500",14.8,45.0
"Thu, 21 Nov 2019 00:00:00 -0500",15.2,45.0
"Wed, 20 Nov 2019 00:00:00 -0500",14.7,45.7
"Tue, 19 Nov 2019 00:00:00 -0500",14.2,45.7
"Mon, 18 Nov 2019 00:00:00 -0500",14.0,44.6
"Sun, 17 Nov 2019 00:00:00 -0500",14.0,44.4
"Sat, 16 Nov 2019 00:00:00 -0500",14.0,44.2
"Fri, 15 Nov 2019 00:00:00 -0500",13.8,43.5
"Thu, 14 Nov 2019 00:00:00 -0500",14.0,43.6
"Wed, 13 Nov 2019 00:00:00 -0500",14.0,44.4
"Tue, 12 Nov 2019 00:00:00 -0500",14.4,44.6
"Mon, 11 Nov 2019 00:00:00 -0500",13.9,44.4
"Sun, 10 Nov 2019 00:00:00 -0500",13.4,44.1
"Sat, 09 Nov 2019 00:00:00 -0500",12.9,44.0
"Fri, 08 Nov 2019 00:00:00 -0500",12.9,43.6
"Thu, 07 Nov 2019 00:00:00 -0500",13.2,43.0
"Wed, 06 Nov 2019 00:00:00 -0500",14.6,43.6
"Tue, 05 Nov 2019 00:00:00 -0500",14.2,43.3
"Mon, 04 Nov 2019 00:00:00 -0500",13.8,43.6
"Sun, 03 Nov 2019 00:00:00 -0400",13.4,43.6
"Sat, 02 Nov 2019 00:00:00 -0400",13.0,43.3
"Fri, 01 Nov 2019 00:00:00 -0400",13.3,43.5
"Thu, 31 Oct 2019 00:00:00 -0400",13.4,43.9
"Wed, 30 Oct 2019 00:00:00 -0400",13.4,43.9
"Tue, 29 Oct 2019 00:00:00 -0400",13.5,43.2
"Mon, 28 Oct 2019 00:00:00 -0400",13.0,43.3
"Sun, 27 Oct 2019 00:00:00 -0400",12.8,43.5
"Sat, 26 Oct 2019 00:00:00 -0400",12.7,43.7
"Fri, 25 Oct 2019 00:00:00 -0400",13.3,43.6
"Thu, 24 Oct 2019 00:00:00 -0400",14.1,44.0
"Wed, 23 Oct 2019 00:00:00 -0400",13.6,44.0
"Tue, 22 Oct 2019 00:00:00 -0400",13.0,43.9
"Mon, 21 Oct 2019 00:00:00 -0400",12.4,43.9
"Sun, 20 Oct 2019 00:00:00 -0400",12.0,43.7
"Sat, 19 Oct 2019 00:00:00 -0400",11.6,44.0
"Fri, 18 Oct 2019 00:00:00 -0400",11.6,43.7
"Thu, 17 Oct 2019 00:00:00 -0400",11.9,43.7
"Wed, 16 Oct 2019 00:00:00 -0400",11.2,43.7
"Tue, 15 Oct 2019 00:00:00 -0400",11.8,43.6
"Mon, 14 Oct 2019 00:00:00 -0400",12.0,43.6
"Sun, 13 Oct 2019 00:00:00 -0400",11.9,43.4
"Sat, 12 Oct 2019 00:00:00 -0400",11.9,43.8
"Fri, 11 Oct 2019 00:00:00 -0400",11.9,43.6
"Thu, 10 Oct 2019 00:00:00 -0400",11.9,43.8
"Wed, 09 Oct 2019 00:00:00 -0400",12.0,43.6
"Tue, 08 Oct 2019 00:00:00 -0400",11.9,43.8
"Mon, 07 Oct 2019 00:00:00 -0400",11.9,43.6
"Sun, 06 Oct 2019 00:00:00 -0400",11.8,44.0
"Sat, 05 Oct 2019 00:00:00 -0400",11.8,43.6
"Fri, 04 Oct 2019 00:00:00 -0400",12.0,43.8
"Thu, 03 Oct 2019 00:00:00 -0400",12.3,43.9
"Wed, 02 Oct 2019 00:00:00 -0400",13.0,44.0
"Tue, 01 Oct 2019 00:00:00 -0400",13.2,44.2
"Mon, 30 Sep 2019 00:00:00 -0400",12.7,44.2
"Sun, 29 Sep 2019 00:00:00 -0400",12.4,44.1
"Sat, 28 Sep 2019 00:00:00 -0400",12.4,44.0
"Fri, 27 Sep 2019 00:00:00 -0400",12.4,44.1
"Thu, 26 Sep 2019 00:00:00 -0400",12.6,44.1
"Wed, 25 Sep 2019 00:00:00 -0400",12.8,44.2
"Tue, 24 Sep 2019 00:00:00 -0400",13.9,45.2
"Mon, 23 Sep 2019 00:00:00 -0400",14.7,46.6
"Sun, 22 Sep 2019 00:00:00 -0400",14.9,46.9
"Sat, 21 Sep 2019 00:00:00 -0400",15.1,47.0
"Fri, 20 Sep 2019 00:00:00 -0400",15.0,47.0
"Thu, 19 Sep 2019 00:00:00 -0400",15.0,47.0
"Wed, 18 Sep 2019 00:00:00 -0400",14.7,47.2
"Tue, 17 Sep 2019 00:00:00 -0400",14.7,46.7
"Mon, 16 Sep 2019 00:00:00 -0400",14.6,46.6
"Sun, 15 Sep 2019 00:00:00 -0400",14.3,46.9
"Sat, 14 Sep 2019 00:00:00 -0400",14.3,46.8
"Fri, 13 Sep 2019 00:00:00 -0400",14.8,46.8
"Thu, 12 Sep 2019 00:00:00 -0400",14.3,46.0
"Wed, 11 Sep 2019 00:00:00 -0400",14.8,46.3
"Tue, 10 Sep 2019 00:00:00 -0400",14.9,45.7
"Mon, 09 Sep 2019 00:00:00 -0400",15.1,46.8
"Sun, 08 Sep 2019 00:00:00 -0400",15.2,46.6
"Sat, 07 Sep 2019 00:00:00 -0400",14.9,46.3
