year,state,county_fips,average_percentage_democrat,average_percentage_republican
2016,Arizona,4017,44.451563228297616,54.22833035187226
2016,Arizona,4019,52.536945895490646,46.04349458729223
2016,Arizona,4021,41.549225491788256,56.98397471650419
2016,Arizona,4023,66.77253332301188,32.22152361138648
2016,Arizona,4025,35.42079545165762,62.84711356616715
2016,Arizona,4027,42.7988318454191,56.00608419013324
2016,Arkansas,5001,37.66818554120067,59.9917219704888
2016,Arkansas,5003,35.26520028652534,61.99961310839705
2016,Arkansas,5005,29.734987599096126,67.55017970313952
2016,Arkansas,5007,29.614739482628508,68.07586157673735
2016,Arkansas,5009,26.584404479379003,70.42192655809762
2016,Arkansas,5011,40.62537861508801,57.204989221921096
2016,Arkansas,5013,30.76351551260457,66.50514403420254
2016,Arkansas,5015,37.86620340722524,58.82498867009369
2016,Arkansas,5017,59.586144171332904,39.49068663347906
2016,Arkansas,5019,46.12076839765787,51.158908385229175
2016,Arkansas,5021,37.365152278613024,59.06439211951475
2016,Arkansas,5023,24.261290593584796,72.43063552198005
2016,Arkansas,5025,25.93203393280354,70.37462447575112
2016,Arkansas,5027,37.40190895541695,61.27890020779921
2016,Arkansas,5029,38.78476296816525,58.019507925541845
2016,Arkansas,5031,34.83905315510384,62.582485675658276
2016,Arkansas,5033,24.607963974886918,72.54433222415551
2016,Arkansas,5035,56.67062225475698,41.88520467501651
2016,Arkansas,5037,35.14839658548986,62.75526167127772
2016,Arkansas,5039,43.84336234616981,53.47095667306966
2016,Arkansas,5041,55.0940621257876,42.813932163453075
2016,Arkansas,5043,39.47715920010273,58.498651929003955
2016,Arkansas,5045,34.58520371926515,63.02106476487349
2016,Arkansas,5047,27.628151086866684,69.46697483853447
2016,Arkansas,5049,35.50522793422443,61.49946899654914
2016,Arkansas,5051,35.129742171515005,62.61514110248983
2016,Arkansas,5053,22.82603818012909,74.23843630102596
2016,Arkansas,5055,31.2139626583135,64.46804995562228
2016,Arkansas,5057,37.34945592158015,60.02126736809994
2016,Arkansas,5059,34.941023658137794,61.66477420878917
2016,Arkansas,5061,34.49849723801467,62.91669110069291
2016,Arkansas,5063,28.22612912068753,68.76170401076985
2016,Arkansas,5065,31.608616862578614,64.46300887228182
2016,Arkansas,5067,39.35932457295307,56.65544631455525
2016,Arkansas,5069,62.996729746130214,35.32740437209148
2016,Arkansas,5071,35.82727722320884,61.35255407323852
2016,Arkansas,5073,39.5449189278347,58.273764411541805
2016,Arkansas,5075,34.473376225300484,60.70409496504449
2016,Arkansas,5077,60.83720128476732,38.011280520364295
2016,Arkansas,5079,38.527739585092206,58.02678677809428
2016,Arkansas,5081,32.37610495615529,65.02025035630359
2016,Arkansas,5083,28.15763274667381,68.47135030391927
2016,Arkansas,5085,24.23232259756343,73.3866069533936
2016,Arkansas,5087,32.91957058011029,63.837125102592964
2016,Arkansas,5089,31.088155308091437,65.43671073846583
2016,Arkansas,5091,30.898892535751955,67.55187977385623
2016,Arkansas,5093,47.969419706884935,49.58061464774828
2016,Arkansas,5095,47.91722732034322,49.96326390653009
2016,Arkansas,5097,28.588057964093306,67.44500574566837
2016,Arkansas,5099,39.68999678070766,57.85486194438754
2016,Arkansas,5101,28.48611076622549,66.9297040329545
2016,Arkansas,5103,44.27485511605316,54.00597299522862
2016,Arkansas,5105,30.869185746682838,64.8223231293272
2016,Arkansas,5107,64.54773953776895,33.64585625392887
2016,Arkansas,5109,24.962038733671264,71.95892515100635
2016,Arkansas,5111,33.10001655107609,63.81887383274871
2016,Arkansas,5113,22.809120528066757,74.16557199295235
2016,Arkansas,5115,26.13185352560706,71.37000045876918
2016,Arkansas,5117,29.506650880941223,67.14741375974002
2016,Arkansas,5119,54.90663796016576,43.399838124021215
2016,Arkansas,5121,36.712276055955414,59.67371926490311
2016,Arkansas,5123,58.217500551390955,40.743667559502725
2016,Arkansas,5125,27.887559927005892,69.71166183595889
2016,Arkansas,5127,25.500402288575007,71.07127384505357
2016,Arkansas,5129,23.508118955573142,71.96241975655448
2016,Arkansas,5131,30.917003955552985,66.76975971459429
2016,Arkansas,5133,26.12621902639249,70.32819165565719
2016,Arkansas,5135,31.157580168976573,65.05139150560973
2016,Arkansas,5137,27.670942359813274,68.45268583113463
2016,Arkansas,5139,36.051928022058746,62.219121414449745
2016,Arkansas,5141,30.290777625858205,65.8386231275938
2016,Arkansas,5143,41.257286446804216,55.92234463584765
2016,Arkansas,5145,23.359094127737727,73.84685106038413
2016,Arkansas,5147,50.52389055594112,44.68907508614602
2016,Arkansas,5149,31.004567949961206,65.37399861516094
2016,California,6001,78.80537897478132,18.70668284976656
2016,California,6003,60.276934380228205,36.278536589683895
2016,California,6005,40.11774661725009,57.19912970657757
2016,California,6007,48.432549422009416,48.25662235673016
2016,California,6009,40.95061836177469,55.914144033807744
2016,California,6011,39.15445595712542,58.871753226247925
2016,California,6013,67.1665774481735,30.68026902508069
2016,California,6015,44.29208259622594,52.36266413612568
2016,California,6017,41.61361173035667,55.78149828305281
2016,California,6019,50.048147869878576,48.10696006981805
2016,California,6021,36.817466702655274,60.48407641044193
2016,California,6023,61.12046553667927,33.41406054360628
2016,California,6025,63.70969164046089,34.60778496570655
2016,California,6027,43.224184769848236,53.50647271854179
2016,California,6029,40.27265525394621,57.52972489968306
2016,California,6031,41.65769245182764,56.19293913927159
2016,California,6033,57.214487939185275,39.11404294713617
2016,California,6035,30.0350835510796,67.00535599957848
2016,California,6037,69.4396288281241,28.32725712245133
2016,California,6039,41.28210398471996,56.50070274671715
2016,California,6041,76.11963779603695,21.601086961121382
2016,California,6043,40.67465547611646,56.00348841225434
2016,California,6045,67.90660592004453,27.18633628451695
2016,California,6047,53.259206458487085,44.71478917795008
2016,California,6049,28.789218145863465,68.55613992866435
2016,California,6051,54.13504481860059,43.178993665704304
2016,California,6053,67.64322543674922,30.082318702949337
2016,California,6055,64.05107871762924,33.47181829299975
2016,California,6057,49.5760850405153,47.23437809414315
2016,California,6059,46.63996598840474,51.03151032137444
2016,California,6061,41.19595834192859,56.49946986946945
2016,California,6063,41.413234565767226,55.83335445278789
2016,California,6065,49.962824175063446,47.97991927100073
2016,California,6067,58.31940714797315,39.32869581617901
2016,California,6069,59.84364311634842,38.119433855842914
2016,California,6071,52.26904036327516,45.43390865811868
2016,California,6073,53.36605463784572,44.48281517254409
2016,California,6075,83.84581561430875,13.345487881981295
2016,California,6077,55.09664365590413,42.90301675279818
2016,California,6079,50.07589030658794,46.878042158289176
2016,California,6081,72.79871974570321,25.10576441531586
2016,California,6083,59.00796257231599,38.5269605416612
2016,California,6085,69.7750781741793,27.869956978811466
2016,California,6087,76.53418056006603,19.912585404727864
2016,California,6089,34.86598703952019,62.326391614182754
2016,California,6091,36.84838038583095,58.49590567022353
2016,California,6093,41.84542364253486,54.645811835607695
2016,California,6095,63.45562775653116,34.49071110495231
2016,California,6097,72.36978658087,24.669768709866116
2016,California,6099,49.94175555139944,47.705321959734746
2016,California,6101,40.005646188768864,57.908888331186986
2016,California,6103,35.56800491196998,61.347802480895496
2016,California,6105,48.92446446222145,46.99617398359723
2016,California,6107,41.38627292621872,56.571948608648405
2016,California,6109,41.462871599949864,55.682691314983245
2016,California,6111,53.7426313382701,44.086941413729626
2016,California,6113,66.24082265055252,31.106861221190247
2016,California,6115,40.28505131763614,56.66917872569644
2016,Colorado,8001,57.66629843440481,40.06652791158163
2016,Colorado,8003,56.38344994336716,41.100748889671735
2016,Colorado,8005,54.79711333367507,43.38464468668322
2016,Colorado,8007,41.295368476500556,56.20623252321365
2016,Colorado,8009,23.409208501162524,73.15122638111143
2016,Colorado,8011,41.790813808788194,55.72452690525232
2016,Colorado,8013,70.98701742063463,26.993861367168535
2016,Colorado,8014,53.328072246329036,44.55064010630224
2016,Colorado,8015,48.808023931463175,48.79204058774921
2016,Colorado,8017,16.779143605119888,80.72189195131773
2016,Colorado,8019,56.04330069905747,41.09723401482029
2016,Colorado,8021,54.781946858850674,43.70712999599554
2016,Colorado,8023,73.15489019817545,24.366817872264257
2016,Colorado,8025,35.524606472499656,62.08119597490039
2016,Colorado,8027,33.330265133126964,64.72733997549643
2016,Colorado,8029,30.98190482022097,66.88307776934
2016,Colorado,8031,74.52213572541336,23.637814853732092
2016,Colorado,8033,28.57388469242624,68.10522286351652
2016,Colorado,8035,38.58165480875955,60.07102420121367
2016,Colorado,8037,58.66813952098731,39.64573844685221
2016,Colorado,8039,27.165642208952455,70.68830330075411
2016,Colorado,8041,39.19960579576916,58.80016831074939
2016,Colorado,8043,33.59807258582211,64.06269573787948
2016,Colorado,8045,47.75981171228531,50.2838097758775
2016,Colorado,8047,57.93741533740071,39.140870760335716
2016,Colorado,8049,46.79494332613578,50.8176296027869
2016,Colorado,8051,60.4179337998751,36.923638614714626
2016,Colorado,8053,39.116722314969394,58.13119087367836
2016,Colorado,8055,53.59133656198601,43.84482097769846
2016,Colorado,8057,27.905619045650873,69.5504143503689
2016,Colorado,8059,52.40596868489126,45.483895044369675
2016,Colorado,8061,17.63236748954956,79.3757469706587
2016,Colorado,8063,24.56631793797721,73.27720838744452
2016,Colorado,8065,61.20940206528981,36.01390739506995
2016,Colorado,8067,55.231536324059306,42.47603375130816
2016,Colorado,8069,52.731481953786655,44.990658201756155
2016,Colorado,8071,51.444268138052905,46.597934835600014
2016,Colorado,8073,23.91716996429092,74.14366338422485
2016,Colorado,8075,30.7135234829991,67.2911214186266
2016,Colorado,8077,33.58419139090529,64.54886036035256
2016,Colorado,8079,44.05395727867638,53.26731695271022
2016,Colorado,8081,24.25445555447305,73.2748043704895
2016,Colorado,8083,38.14467972924684,59.47480663063078
2016,Colorado,8085,32.20146995762338,65.50738816187965
2016,Colorado,8087,36.77884292377881,61.27300032355981
2016,Colorado,8089,44.24612862723214,53.98394872271825
2016,Colorado,8091,52.4347119651525,45.462772450225145
2016,Colorado,8093,43.26446670981129,54.041904172017354
2016,Colorado,8095,26.74119439723378,71.80058215632265
2016,Colorado,8097,70.86043366303994,27.469816233755562
2016,Colorado,8099,31.72844052721715,66.1785334191517
2016,Colorado,8101,56.29412793100751,41.81739804697369
2016,Colorado,8103,18.83653770244655,79.14684185223825
2016,Colorado,8105,44.87638327406478,53.27941840640082
2016,Colorado,8107,59.66409247191132,38.43298729632337
2016,Colorado,8109,63.297770698658546,33.7967077954107
2016,Colorado,8111,52.897488206043604,42.92442305240342
2016,Colorado,8113,73.64462881341285,24.28146875810215
2016,Colorado,8115,32.97820138766722,64.63951853191845
2016,Colorado,8117,63.41663811320853,34.57862025938077
2016,Colorado,8119,33.643584849217135,64.01216091415709
2016,Colorado,8121,19.556530664243347,78.84010478587378
2016,Colorado,8123,43.502475529570845,54.217972185969394
2016,Colorado,8125,23.24034705722699,74.77497468040237
2016,Connecticut,9001,56.77791583302824,42.40261876575772
2016,Connecticut,9003,63.76266283204165,35.10222967989477
2016,Connecticut,9005,49.534823947054264,48.886081573960986
2016,Connecticut,9007,59.028747383689726,39.58218655828054
2016,Connecticut,9009,60.82100503128615,38.08359909623883
2016,Connecticut,9011,59.121487574064474,39.4544804300546
2016,Connecticut,9013,57.56859574110041,40.86839501283612
2016,Connecticut,9015,58.24455411740256,40.10562427763368
2016,Delaware,10001,53.04677257092027,45.673180195375735
2016,Delaware,10003,68.00845513566526,30.664473432329302
2016,Delaware,10005,44.06123945368883,54.862995985397006
2016,District of columbia,11001,91.68511184216533,6.9054244417842785
2016,Florida,12001,59.04146136051134,39.5864685095963
2016,Florida,12003,20.685339585725316,78.68272664136107
2016,Florida,12005,28.38362348122086,70.54410324606822
2016,Florida,12007,28.977033242336084,70.16085357510542
2016,Florida,12009,43.702582177129045,55.26526221941717
2016,Florida,12011,67.16296457115588,32.3315415400535
2016,Florida,12013,28.10605593593517,70.27779698419457
2016,Florida,12015,44.11730470225719,54.880802109302095
2016,Florida,12017,39.90106450860071,58.89785062118273
2016,Florida,12019,27.44823075076917,71.77559273047888
2016,Florida,12021,36.509447155338506,62.782645096969766
2016,Florida,12023,31.878596548469424,67.11055457368835
2016,Florida,12027,42.78722631149779,56.11315737483167
2016,Florida,12029,26.20229953440166,72.144102637904
2016,Florida,12031,48.25178571292072,51.010384648305504
2016,Florida,12033,39.52369671132881,59.46162083832503
2016,Florida,12035,48.14874450868101,51.07618685000173
2016,Florida,12037,34.55018712685302,64.27232146076572
2016,Florida,12039,69.65728591836917,29.862819807638814
2016,Florida,12041,24.68058417601638,73.57505976951566
2016,Florida,12043,39.73603130269824,59.10386689422667
2016,Florida,12045,29.080390306081604,69.69579974982983
2016,Florida,12047,41.759177731310984,57.46791285974611
2016,Florida,12049,34.36588343735049,64.62410168413547
2016,Florida,12051,46.2943762653977,52.853601424479024
2016,Florida,12053,46.43314716379048,52.46419516844083
2016,Florida,12055,39.270350892576225,59.804079011042624
2016,Florida,12057,53.01028280421018,46.09809435863279
2016,Florida,12059,16.05612892892751,82.75360173235393
2016,Florida,12061,40.27861862911769,58.85680707752077
2016,Florida,12063,35.31596787560755,63.841478359707196
2016,Florida,12065,50.95062462400361,48.24474068610585
2016,Florida,12067,19.662329103852677,79.12477716814422
2016,Florida,12069,41.910558118283916,57.23536106082294
2016,Florida,12071,42.919740820784924,56.36824446723125
2016,Florida,12073,61.49877964774368,37.5504420086708
2016,Florida,12075,34.548514311634314,64.14306286309895
2016,Florida,12077,27.993882369377957,70.7107379577726
2016,Florida,12079,47.928603216213745,51.176415231246885
2016,Florida,12081,44.701894566379224,54.44717508544587
2016,Florida,12083,42.566376019346976,56.48561567236555
2016,Florida,12085,40.48457548970412,58.735211309749104
2016,Florida,12086,59.765313108865925,39.8333325535556
2016,Florida,12087,50.797858321765176,48.12939335279147
2016,Florida,12089,26.506983342023965,72.69427073490411
2016,Florida,12091,25.894546393984427,73.01346962210816
2016,Florida,12093,39.67636827707277,59.29810264421697
2016,Florida,12095,58.84162147364606,40.408138154010274
2016,Florida,12097,60.710736117653845,38.58152232879685
2016,Florida,12099,59.692874184362324,39.7312136600864
2016,Florida,12101,46.83730733836954,51.94205885398965
2016,Florida,12103,52.91787699428469,45.968103709970464
2016,Florida,12105,46.29941082119657,52.77433662853328
2016,Florida,12107,38.574262657738515,60.44820092904931
2016,Florida,12109,32.23475242093158,66.8970582471486
2016,Florida,12111,54.6045886726063,44.61626344759053
2016,Florida,12113,24.338889831836738,74.593099827538
2016,Florida,12115,47.68360645278682,51.44207214435279
2016,Florida,12117,47.23772622929471,51.86549493768015
2016,Florida,12119,34.20510814077562,65.18439322441562
2016,Florida,12121,27.391839743475565,71.42373716001134
2016,Florida,12123,30.117207255807678,68.73029336232959
2016,Florida,12125,24.703739263255336,74.10876708498228
2016,Florida,12127,50.66917202105097,48.41213161017542
2016,Florida,12129,36.12182669919018,62.55923070966391
2016,Florida,12131,24.96856284939492,73.87215721906523
2016,Florida,12133,25.679826954646174,73.27492933934283
2016,Georgia,13001,25.597995031877414,73.26711792247076
2016,Georgia,13003,32.17356985682905,66.8101864772656
2016,Georgia,13005,20.434339099078194,78.5615510264092
2016,Georgia,13007,50.05836286293997,49.24167447884705
2016,Georgia,13009,52.08381976650865,47.021046118404584
2016,Georgia,13011,14.523247617004323,84.23133541516896
2016,Georgia,13013,25.501187506200946,73.00365415432769
2016,Georgia,13015,25.110468793372924,73.51903296611493
2016,Georgia,13017,42.542584208204985,56.81423547365905
2016,Georgia,13019,21.669342443954275,77.04829244749139
2016,Georgia,13021,59.181935024098166,40.16488681400588
2016,Georgia,13023,26.537291110212966,72.60780350850007
2016,Georgia,13025,16.735886243006355,81.81807275011138
2016,Georgia,13027,44.792748569132044,54.63486119189874
2016,Georgia,13029,27.93096314412326,71.00016240963703
2016,Georgia,13031,39.9525102011202,59.05287971183441
2016,Georgia,13033,54.817341599653616,44.5548905908889
2016,Georgia,13035,32.67654046623376,66.31866220512723
2016,Georgia,13037,60.01005029696127,39.67168685407928
2016,Georgia,13039,36.70160147478185,62.27448084277103
2016,Georgia,13043,33.58045084624716,65.71000581396098
2016,Georgia,13045,31.745338476761404,66.9772995516653
2016,Georgia,13047,23.62700804016042,74.89577361661955
2016,Georgia,13049,32.142157293909165,67.02798561534902
2016,Georgia,13051,56.19383493219215,42.967316665835625
2016,Georgia,13053,49.56895536689444,49.195585005095474
2016,Georgia,13055,29.892826968608173,68.38840190383868
2016,Georgia,13057,22.017488503918138,76.42365520764338
2016,Georgia,13059,64.009396838473,33.957073989827535
2016,Georgia,13061,61.26263076557299,38.52621255349501
2016,Georgia,13063,83.90409386647177,15.671582333979835
2016,Georgia,13065,35.57499783930166,63.442184514034935
2016,Georgia,13067,43.84726912395536,54.78457327600741
2016,Georgia,13069,34.9917907041952,64.26000297998273
2016,Georgia,13071,30.308507939833916,68.85822388129051
2016,Georgia,13073,28.14467298101308,70.96090721877269
2016,Georgia,13075,34.505008048511456,64.6576726104241
2016,Georgia,13077,28.143670637251667,70.76901077326522
2016,Georgia,13079,34.09887823587236,64.84930988380826
2016,Georgia,13081,41.840685317640826,57.57005218500066
2016,Georgia,13083,24.29729656865795,73.83086859863708
2016,Georgia,13085,14.23847552249672,84.49879976889542
2016,Georgia,13087,43.21571784639325,56.161287448841094
2016,Georgia,13089,78.38811873134104,20.686339427611923
2016,Georgia,13091,31.589522393416566,67.46205116337401
2016,Georgia,13093,52.27924660844042,47.02242433869063
2016,Georgia,13095,68.3118337123945,31.246321312235153
2016,Georgia,13097,50.98788337275735,48.07802410869926
2016,Georgia,13099,50.22214067351104,49.29148857309384
2016,Georgia,13101,16.31608762195411,82.92883277245784
2016,Georgia,13103,24.03074703693934,74.94434022384829
2016,Georgia,13105,39.76777536901222,59.10080158929013
2016,Georgia,13107,36.71788865598282,62.54745002880963
2016,Georgia,13109,35.61500549857976,63.75966710749951
2016,Georgia,13111,22.45744733952281,76.09947018639741
2016,Georgia,13113,33.97004669063247,64.95635994818943
2016,Georgia,13115,30.3063187342114,68.4292145735967
2016,Georgia,13117,19.13343160182525,79.5673148913334
2016,Georgia,13119,21.5103457362288,76.97243648869743
2016,Georgia,13121,65.66988338406165,33.293376737394624
2016,Georgia,13123,20.608484642609216,78.21386170634992
2016,Georgia,13125,13.95459158907374,84.65997801971503
2016,Georgia,13127,37.04300840312055,62.240425594878694
2016,Georgia,13129,22.299501247168628,76.28934121243529
2016,Georgia,13131,37.08873344565976,62.3569412027292
2016,Georgia,13133,40.312052357222484,59.07849916242397
2016,Georgia,13135,44.56278043234437,54.29241835301134
2016,Georgia,13137,17.650074125963254,81.27623361141316
2016,Georgia,13139,22.65368938130228,76.20134231259811
2016,Georgia,13141,81.14818829219419,18.55612978560076
2016,Georgia,13143,18.74971947796987,79.71023498609618
2016,Georgia,13145,27.414061581834147,71.85970907377924
2016,Georgia,13147,31.90942875456031,66.9387944511823
2016,Georgia,13149,23.69281828135726,74.94844752562874
2016,Georgia,13151,46.91197978433244,52.29409238740497
2016,Georgia,13153,39.3029339616218,59.70327815035252
2016,Georgia,13155,31.01630068688296,68.23967471030534
2016,Georgia,13157,19.719036231994835,79.07318748890204
2016,Georgia,13159,31.683165939394428,67.45346086772093
2016,Georgia,13161,24.792926339028288,74.07697250275962
2016,Georgia,13163,57.870010023159566,41.70376134803276
2016,Georgia,13165,43.48760032928586,55.97139329080058
2016,Georgia,13167,33.72297383546552,65.60379817982559
2016,Georgia,13169,36.03302267723746,63.26994681725448
2016,Georgia,13171,35.034482323799956,63.95647315921573
2016,Georgia,13173,37.22401071094457,61.719007288820265
2016,Georgia,13175,38.64577993726556,60.703683190501415
2016,Georgia,13177,23.569672998940128,75.7605185131973
2016,Georgia,13179,64.31429662063341,35.00212537828561
2016,Georgia,13181,36.598920165425646,62.6319964946921
2016,Georgia,13183,37.630369980711905,61.0362890622022
2016,Georgia,13185,44.810113670066755,54.38217123637172
2016,Georgia,13187,21.09722692285002,77.23611572548886
2016,Georgia,13189,41.978013075998646,56.829432986555574
2016,Georgia,13191,45.87536324230177,53.19556367689266
2016,Georgia,13193,66.19520679938614,33.33266746414294
2016,Georgia,13195,24.274621987724586,74.20788860524057
2016,Georgia,13197,43.930640928719285,55.12610380409184
2016,Georgia,13199,46.86554120653861,52.418997836743955
2016,Georgia,13201,30.28926223520818,69.00292184075968
2016,Georgia,13205,48.50097480392303,50.97396678225411
2016,Georgia,13207,32.33858787114442,66.7487003674361
2016,Georgia,13209,29.36381650490518,69.84524107210356
2016,Georgia,13211,32.13756295435746,66.97614692439637
2016,Georgia,13213,24.623934066490783,73.568770742917
2016,Georgia,13215,59.95987047717624,39.44302018193778
2016,Georgia,13217,50.40275501385706,48.80647138712047
2016,Georgia,13219,26.48852540192819,72.12943232459415
2016,Georgia,13221,32.566235360434796,66.02228879157923
2016,Georgia,13223,28.902219452265996,69.9687560879508
2016,Georgia,13225,53.23606386068208,46.121163304482465
2016,Georgia,13227,17.93567281544631,80.7100302183826
2016,Georgia,13229,17.43461868234551,81.88390483305804
2016,Georgia,13231,17.961226569112505,81.0209426071182
2016,Georgia,13233,27.638186570701507,70.94555141829326
2016,Georgia,13235,33.97065506117302,65.48041469889341
2016,Georgia,13237,32.84846896711315,66.36194770489698
2016,Georgia,13239,53.92299171091332,45.45198441498911
2016,Georgia,13241,23.61106739557207,74.6536155548581
2016,Georgia,13243,57.447482421245255,42.08793293373219
2016,Georgia,13245,66.09367561037875,33.270752793404384
2016,Georgia,13247,56.131437674959855,43.070868579824634
